gene_accession,LBB02e_t2_M_QC,LBB03u_t2_M_QC,LBB05u_t2_M_QC,LBB04u_t2_M_QC,LBB01e_t2_M_QC,LBB03e_t2_M_QC,LBB02u_t2_M_QC,LBB01u_t2_M_QC,LBB05e_t2_M_QC,LBB04e_t2_M_QC
MEG_3048/Drugs/betalactams/Class_A_betalactamases/FPH,0,0,0,0,0,16,0,0,0,0
MEG_2797/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,0,0,0,0,0,0,0,0,17
MEG_5345/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,20
MEG_1556/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CAT,0,0,0,12,0,0,0,0,0,0
MEG_3982/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,298,183,436,336,622,461,359,341,634,425
MEG_7236/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,10,4,10,12,21,12,16,12,20,12
MEG_7515/Drugs/Glycopeptides/VanM-type_regulator/VANSM,0,0,0,26,0,26,0,0,18,0
MEG_4175/Metals/Nickel_resistance/Nickel_ABC_efflux_regulator/NIKR,2,0,0,0,0,0,2,0,0,0
MEG_6692/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_7196/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_regulator/TETRM/RequiresSNPConfirmation,419,784,947,909,1026,1551,903,1201,1414,904
MEG_944/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,3,0,0,7,0,0,0
MEG_7310/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,739,1057,1564,1328,1601,2583,1310,1681,2242,1535
MEG_6608/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,8,0,0,0
MEG_8273/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/NORC,0,0,0,0,0,0,0,10,0,0
MEG_6980/Drugs/Tetracyclines/Tetracycline_inactivation_enzymes/TET37,0,4,0,0,0,0,0,0,0,0
MEG_7160/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,0,0,0,4,0,3,0,0,0
MEG_5831/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACEDELTA1,0,0,0,0,0,0,2,0,0,0
MEG_5342/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,85,0,0,145,0
MEG_7311/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,12,0,20,29,18,0,43,33,0,0
MEG_1741/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMEC,0,0,0,26,0,0,0,0,0,0
MEG_8449/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,6,0
MEG_2802/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,0,0,0,0,1,2,0,0,5
MEG_3876/Metals/Mercury_resistance/Mercury_resistance_protein/MERP,0,0,0,8,0,0,0,0,0,0
MEG_5385/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,51,33,27,0,0,40,0,0
MEG_5334/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,29,0,0,40,0,0,50,0
MEG_8074/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/DHPS/RequiresSNPConfirmation,0,0,0,312,0,0,42,0,86,0
MEG_6829/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_6610/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,6,0,0,0
MEG_2898/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/FETA,0,0,34,0,0,28,0,0,42,0
MEG_6627/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,6,23,17,13,16,23,48,15,49,23
MEG_7837/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_protein/YJCG,0,0,18,0,0,53,0,0,75,0
MEG_7228/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,4,0,12,14,18,18,6,10,8,2
MEG_6875/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,14,2,49,6,14,0,0,23
MEG_2879/Biocides/Phenolic_compound_resistance/Phenolic_resistance_protein/FABV,10,0,6,0,0,0,0,6,0,0
MEG_6934/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,2
MEG_952/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,2,0,0,0
MEG_7060/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,0,0,0,13,20,0,0,0,8,10
MEG_2787/Drugs/MLS/23S_rRNA_methyltransferases/ERMA,0,0,0,14,0,0,0,10,0,0
MEG_6113/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,664,912,1297,1205,1713,2464,1238,1414,2230,1511
MEG_2689/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBB,0,0,0,0,0,0,0,0,8,0
MEG_5816/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTS,0,0,2,0,0,0,0,0,0,0
MEG_3441/Drugs/betalactams/Class_B_betalactamases/JOHN,0,0,0,14,0,0,0,0,18,0
MEG_6142/Drugs/Mycobacterium_tuberculosis-specific_Drug/Pyrazinamide-resistant_mutant/RPSA/RequiresSNPConfirmation,155,73,130,191,303,243,189,248,344,201
MEG_8709/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_6543/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODA,0,0,0,0,0,1,0,0,1,0
MEG_6588/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,2,0,0,0
MEG_3247/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,0,0,0,22,22,24,0,14,28,14
MEG_7483/Drugs/Glycopeptides/VanL-type_regulator/VANRL,0,0,0,10,0,0,0,0,0,0
MEG_2794/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,0,0,0,0,0,0,0,0,15
MEG_3231/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,79,0,0,123,150,129,67,57,90,0
MEG_1681/Drugs/Multi-drug_resistance/MDR_23S_ribosomal_RNA_methyltransferase/CFRA,0,0,0,22,0,0,0,0,0,0
MEG_8148/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,12,0,0,0,51,0,26,0,29,0
MEG_1216/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/BCRCM,0,0,0,0,14,10,0,0,0,0
MEG_1601/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,0,2,0,0,0,0,0,0
MEG_1747/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/CMER,0,0,10,34,0,0,0,0,0,0
MEG_5341/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,81,60,136,95,80,111,119,92
MEG_8722/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/TVAB,62,0,26,70,94,86,0,72,68,36
MEG_7824/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/YFEB,26,20,54,39,37,53,58,68,49,62
MEG_6097/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,84,77,136,114,144,249,180,222,249,194
MEG_1172/Metals/Arsenic_resistance/Arsenic_resistance_regulator/ARSR,0,0,0,0,0,0,0,0,8,0
MEG_9/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,624,590,952,835,1514,1109,863,914,1637,1587
MEG_7142/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,28,29,39,39,80,67,72,87,110,92
MEG_7303/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,190,201,425,257,529,492,401,382,1062,1090
MEG_8101/Drugs/Metronidazole/fxr_nitroimidazole_reductase/FXRA/RequiresSNPConfirmation,0,0,0,10,0,0,0,0,0,0
MEG_5367/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,82,68,66,88,44,0,72,0
MEG_6880/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,6,0,0,0,0,0
MEG_5391/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,14,0,0,0,0,26,24,37
MEG_6131/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,56,101,139,146,176,211,159,199,291,219
MEG_6623/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,0,0,0,0,0,0,4,0,0,0
MEG_7057/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,4,14,20,3,14,32,23,4,45,10
MEG_5394/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PAREF/RequiresSNPConfirmation,0,72,0,66,70,114,0,93,115,48
MEG_2086/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORA,0,0,6,0,0,17,0,0,43,0
MEG_955/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,3,0,0,18,0,0,0
MEG_7115/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,36,35,75,78,146,132,144,143,299,250
MEG_5375/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,260,381,674,424,541,951,414,686,875,496
MEG_1638/Drugs/betalactams/Class_A_betalactamases/CBP,0,0,0,58,0,50,28,52,48,0
MEG_8080/Drugs/Lipopeptides/Colistin_phosphoethanolamine_transferase/EPTB,0,0,8,0,0,0,0,0,78,0
MEG_7839/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_SMR_efflux_pump/YKKC,0,0,4,0,0,0,0,0,0,0
MEG_8251/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,253,787,737,895,527,1193,1474,1282,1138,1015
MEG_3515/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/KPNF,0,0,2,0,0,0,0,0,6,0
MEG_6718/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_6918/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,2
MEG_7482/Drugs/Glycopeptides/VanL-type_regulator/VANRI,0,0,0,0,0,0,26,0,0,0
MEG_120/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,8,0,0,0,0,0
MEG_3177/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,22,28,23,27,30,33,21,29
MEG_6144/Drugs/Aminoglycosides/Aminoglycoside-resistant_30S_ribosomal_protein_S12/RPSL/RequiresSNPConfirmation,30,29,49,74,112,63,54,65,49,32
MEG_2960/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,24,0,0,0,0,0
MEG_6822/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_8456/Drugs/betalactams/Penicillin_binding_protein/PBP2/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,30,0
MEG_7108/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,18,24,26,34,55,49,51,66,94,73
MEG_6938/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,2
MEG_4172/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKD,0,0,2,0,0,0,0,0,0,0
MEG_5361/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,26,0,0,72,0
MEG_7032/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,0,0,0,6,0,9
MEG_3647/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/LSAC,0,0,0,126,76,0,0,80,68,52
MEG_2440/Metals/Copper_resistance/Copper_resistance_protein/CUEO,0,0,18,0,0,68,0,0,71,0
MEG_8446/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,13,0,0,14,0
MEG_407/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ACRD,0,0,0,0,0,0,0,0,13,0
MEG_3977/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,5536,6600,12176,9426,12921,21479,10223,12408,19388,11150
MEG_1058/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,0,8,1,9,9,5,12,6,4,6
MEG_6878/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_8450/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,17,16
MEG_8261/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRH,0,0,44,34,0,0,0,0,22,0
MEG_3196/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,60,0,0,0,70,52,0,70,59,80
MEG_2873/Biocides/Phenolic_compound_resistance/Triclosan-resistant_mutation/FABG/RequiresSNPConfirmation,0,30,58,24,0,51,10,32,88,14
MEG_279/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,26,0,26,0,0,14,0,0,0
MEG_3175/Drugs/Lipopeptides/Daptomycin-resistant_mutant/GSHF/RequiresSNPConfirmation,0,0,126,0,76,0,0,0,0,296
MEG_2723/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRASM,0,0,0,18,0,0,0,0,0,0
MEG_3016/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSC,0,0,24,0,0,0,0,0,0,0
MEG_6634/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,12,11,14,18,22,26,53,22,46,16
MEG_7140/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,73,54,87,90,173,138,149,160,242,272
MEG_6101/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,30,72,45,66,64,74,71,70,42
MEG_2699/Drugs/betalactams/Class_B_betalactamases/ECV,0,0,0,16,0,0,0,0,0,0
MEG_6094/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,22,59,87,88,127,61,93,166,80
MEG_1156/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSC,0,0,0,0,0,4,0,0,0,0
MEG_7213/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,16,10,15,34,63,27,33,26,28,16
MEG_6800/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_6963/Drugs/Tetracyclines/Tetracycline-resistant_16S_ribosomal_subunit_protein/TET16S/RequiresSNPConfirmation,883,1252,952,977,1316,1997,895,1391,2477,2142
MEG_5829/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACEDELTA1,0,0,0,0,0,0,1,0,0,0
MEG_7065/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,0,15,20,12,21,23,11,5,49,17
MEG_7106/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,25,10,26,24,32,31,20,23,51,43
MEG_7037/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,40,48,74,69,77,102,62,90,133,54
MEG_6940/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,10
MEG_11/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,621,475,917,726,1447,906,880,782,1769,1400
MEG_7121/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,65,87,109,96,174,170,161,180,345,314
MEG_7130/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,6,14,12,11,31,16,28,24,32,37
MEG_7066/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,4,16,10,10,6,20,4,2,25,12
MEG_7125/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,28,44,39,40,60,66,40,52,99,90
MEG_7215/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,29,14,32,51,80,50,37,43,89,44
MEG_7048/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,38,73,121,99,130,209,118,107,144,112
MEG_8100/Drugs/Fusidic_acid/Fusidic_acid-resistant_mutation/FUSA/RequiresSNPConfirmation,179,284,439,283,456,459,412,412,542,609
MEG_2772/Drugs/MLS/23S_rRNA_methyltransferases/ERM,0,0,0,26,48,0,60,60,0,0
MEG_3253/Biocides/Acid_resistance/Acid_resistance_protein/HDEA,0,0,0,0,4,0,0,0,0,0
MEG_3621/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUP,0,0,64,72,8,156,0,118,0,0
MEG_7120/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,7,11,8,11,25,18,6,15,29,27
MEG_1175/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSRM,4,0,0,0,0,0,0,4,0,0
MEG_6905/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_6956/Metals/Tellurium_resistance/Tellurium_resistance_protein/TERB,0,0,0,4,0,0,0,0,0,0
MEG_3882/Metals/Mercury_resistance/Mercury_resistance_regulator/MERR,14,26,0,4,0,0,0,0,10,0
MEG_3224/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,37,0,71,0,89,42,74,37,58,0
MEG_7064/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,4,4,8,2,0,4,10,0,10,4
MEG_6830/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_4287/Drugs/Multi-drug_resistance/MDR_mutant_porin_proteins/OMPF/RequiresSNPConfirmation,0,0,0,0,0,38,0,0,28,0
MEG_6638/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,5,8,15,11,16,25,38,13,39,13
MEG_3010/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSB,8,0,0,8,0,0,0,10,0,0
MEG_8065/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,12,0,0,0,0,0
MEG_355/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,0,14
MEG_5353/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,27,0,0,65,0
MEG_5332/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,34,0,0,22,0
MEG_7045/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,48,113,191,122,182,271,156,218,271,173
MEG_2731/Drugs/Multi-drug_resistance/Multi-drug_SMR_efflux_regulator/EMRE,4,0,0,0,0,0,8,0,0,0
MEG_6139/Drugs/Lipopeptides/Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC/RPOCL/RequiresSNPConfirmation,627,757,1517,1146,1875,2053,1256,1535,2122,2212
MEG_7119/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,6,4,8,8,29,25,17,29,28,24
MEG_706/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ADET2,0,0,0,16,0,0,0,0,0,0
MEG_5749/Drugs/betalactams/Class_B_betalactamases/PEDO,0,0,0,20,16,0,0,0,0,0
MEG_2118/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,0,0,0,0,1,0,0,0,0,0
MEG_3448/Drugs/Aminoglycosides/Aminoglycoside_efflux_pumps/KDPE,0,0,0,0,2,0,0,0,0,0
MEG_5365/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,14,25,0,0,48,0
MEG_3749/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTC,0,0,0,0,0,33,0,0,51,0
MEG_5322/Drugs/Pactamycin/Pactamycin-resistant_16S_ribosomal_subunit_protein/P16S/RequiresSNPConfirmation,0,0,0,0,0,0,10,0,0,0
MEG_7198/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETS,0,0,0,0,11,14,12,0,15,0
MEG_5330/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,42,0,64,70,0,0,0,0,0,0
MEG_7194/Drugs/Tetracyclines/Tetracycline_transcriptional_repressor/TETR/RequiresSNPConfirmation,57,210,110,241,157,400,466,158,161,177
MEG_6689/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,2,0,0,0,0,4
MEG_6900/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,0,0,0,0,0,3
MEG_8/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,3217,2244,4595,3944,7578,4040,3240,2030,3141,3073
MEG_2790/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,0,0,0,0,3,0,0,0,4
MEG_3186/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,25,0,0,0,0
MEG_6910/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,0,0,2,0,0,0
MEG_7314/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,25,13,19,30,22,31,23,38,25,23
MEG_3892/Metals/Mercury_resistance/Mercury_resistance_protein/MERT,0,0,0,8,0,0,0,0,0,0
MEG_2799/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,0,1,2,0,14,1,0,0,13
MEG_5400/Drugs/betalactams/Penicillin_binding_protein/PBP2,0,0,34,0,61,86,0,0,70,0
MEG_5/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,620,493,954,743,1520,981,898,792,1718,1632
MEG_6863/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,2,2,0,0,0,0,0
MEG_3835/Drugs/Multi-drug_resistance/Multi-drug_MATE_efflux_pump/MEPB,0,0,32,0,0,0,0,0,0,0
MEG_1195/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAES,0,0,0,0,0,0,0,0,21,0
MEG_7305/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,62,76,134,168,227,191,156,190,187,102
MEG_2649/Drugs/betalactams/Class_B_betalactamases/DIM,0,0,0,14,0,0,0,0,14,0
MEG_6862/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_6671/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_2478/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/CZNC,0,0,0,0,16,0,0,0,24,0
MEG_8150/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,0,16,16,0,74,0,0,178,0
MEG_8689/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/SALC,0,0,0,64,0,0,50,100,70,40
MEG_2844/Drugs/MLS/23S_rRNA_methyltransferases/ERMR,0,0,20,270,188,0,0,0,0,0
MEG_8418/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,14,0,0,0,0,0,0
MEG_5366/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,15,22
MEG_2090/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORC,0,10,12,0,0,31,0,14,28,0
MEG_3620/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUG,0,28,0,38,22,0,0,0,0,0
MEG_5390/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,8,0,0,0,24,23
MEG_6925/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,8,0,4,0,0,0,0,5
MEG_3512/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KPN,0,0,2,0,0,0,0,0,0,0
MEG_1189/Drugs/Bacitracin/Undecaprenyl_pyrophosphate_phosphatase/BACA,0,0,0,0,4,0,0,0,0,0
MEG_401/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRB,0,0,12,0,0,54,0,0,114,0
MEG_6929/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,2,0,0,0,0,0
MEG_7174/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,12,2,0,4,12,6,0,2,10,7
MEG_2714/Biocides/Quaternary_Ammonium_Compounds_(QACs)_resistance/QAC_efflux_pump/EMEA,0,0,80,42,84,0,88,76,0,0
MEG_6546/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODB,10,0,0,0,16,0,0,0,0,0
MEG_1087/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH6,0,12,4,4,4,14,11,17,8,3
MEG_8645/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACC,0,0,0,62,0,64,0,0,0,0
