gene_accession,CRA08u_t2_M_BC,CRA10e_t2_M_BC,CRA06u_t2_M_BC,CRA07u_t2_M_BC,CRA06e_t2_M_BC,CRA10u_t2_M_BC,CRA08e_t2_M_BC,CRA09u_t2_M_BC,CRA07e_t2_M_BC,CRA09e_t2_M_BC
MEG_6865/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,2
MEG_885/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,0,0,0,0,1
MEG_2985/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,8,0,5,0,0,0,0,0,0,0
MEG_7834/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YHCN,0,0,0,0,0,4,0,0,0,0
MEG_1054/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,0,8,3,11,17,11,0,8,7,12
MEG_5377/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,0,113,0,64,0,0
MEG_6846/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,2,0,2,0,0,0,0,0
MEG_7883/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRB/RequiresSNPConfirmation,51,0,177,0,0,0,11,189,256,48
MEG_6153/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/RUVB,0,0,20,0,0,0,8,0,0,9
MEG_7129/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,12,39,39,20,31,13,9,15,44,31
MEG_7182/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETQ,0,0,6,0,0,0,0,0,0,0
MEG_5360/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,76,72,0,161,0,65,0,0
MEG_6596/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,0,0,2,0,0,0,0,0,0
MEG_7821/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/YFEA,14,0,27,22,0,23,16,20,0,0
MEG_6160/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,2,0,0,0,23,0,0,0,0
MEG_6634/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,14,7,17,18,22,68,37,44,4,17
MEG_3238/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,41,16,40,0,0,0,34,111,89,33
MEG_7051/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,150,166,131,161,153,261,114,134,111,218
MEG_5314/Drugs/betalactams/Class_A_betalactamases/OXY,0,0,0,0,0,0,0,2,0,0
MEG_6514/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/SITB,15,8,43,60,34,21,12,6,52,3
MEG_7015/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,10,0,0,0,20,0,0,2,0
MEG_2788/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,1,9,6,0,1,6,3,0,15,10
MEG_3291/Biocides/Acetate_resistance/Acetate_resistance_protein/ICLR,5,0,14,0,0,20,0,0,0,0
MEG_8712/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,4,0
MEG_6100/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,295,371,321,356,366,569,365,284,395,402
MEG_7314/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,32,46,70,76,59,62,52,51,33,34
MEG_958/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,6,0,0,0,1
MEG_794/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,2,0,0,0,1
MEG_449/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,0,6,0
MEG_6/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,4514,4652,5202,5692,4506,8660,4416,3928,4185,5376
MEG_6053/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/RECGM,36,0,41,0,0,0,0,0,44,12
MEG_4300/Biocides/Multi_biocide_resistance/Multi_biocide_RND_efflux_pump/OPRM,0,0,11,0,0,0,0,0,0,0
MEG_1195/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAES,15,0,13,0,0,17,0,23,6,0
MEG_2364/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,2,0,0,0,0
MEG_2716/Biocides/Multi_biocide_resistance/Multi_biocide_RND_efflux_pump/EMHB,0,40,0,0,0,0,0,0,0,0
MEG_3144/Drugs/Fosfomycin/Fosfomycin_target_mutation/GLPT/RequiresSNPConfirmation,64,5,104,15,34,39,7,110,180,51
MEG_1283/Drugs/betalactams/Class_C_betalactamases/BLAEC,0,0,0,0,0,15,0,0,0,0
MEG_7480/Drugs/Glycopeptides/VanE_type_regulator/VANRE,0,0,0,0,0,0,0,38,0,0
MEG_7186/Drugs/Tetracyclines/Tetracycline_transcriptional_repressor/TETR/RequiresSNPConfirmation,0,0,1,4,0,0,6,0,0,0
MEG_6807/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,2,0,0,0
MEG_2674/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,0,0,2,0,0,2,0,0,0,0
MEG_6722/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,2,0,0,0,0,0,0,2
MEG_4078/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_regulator/MTRAD,0,0,4,0,0,0,0,0,0,0
MEG_6854/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,2,0,0,0,0,2
MEG_1800/Drugs/betalactams/Class_C_betalactamases/CMY,20,0,111,0,1,2,0,0,2,17
MEG_3750/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTC,60,10,83,0,0,0,20,293,208,19
MEG_1197/Drugs/Cationic_antimicrobial_peptides/Polymyxin_B_resistance_regulator/BASRS/RequiresSNPConfirmation,0,0,20,0,0,0,0,0,0,0
MEG_2771/Drugs/MLS/23S_rRNA_methyltransferases/ERM,0,0,0,56,0,0,44,0,0,0
MEG_7052/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,244,252,238,212,320,511,222,215,207,336
MEG_3241/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,91,0,105,0,0,0,72,0,0
MEG_6630/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,0,2,11,30,14,77,22,18,6,12
MEG_6519/Biocides/Multi_biocide_resistance/Multi_biocide_ABC_efflux_pump/SMDA,28,0,77,0,0,34,0,48,74,12
MEG_6101/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,58,46,68,0,61,63,33,44,42,76
MEG_3232/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,8,0,0,0,0,0,0,0,0
MEG_277/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,6,0,10,0,0,0,0
MEG_2051/Metals/Copper_resistance/Copper_resistance_protein/COPD,0,0,0,0,0,0,0,0,0,2
MEG_5325/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,20,32,0,0,0,0,0,0,8
MEG_6837/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,4,2,0,0,0,0
MEG_6843/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_7143/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,6,23,22,14,27,29,11,15,28,23
MEG_7016/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,0,99,0,0,0,0
MEG_7132/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,14,110,53,58,208,75,32,45,53,101
MEG_797/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,8,0,0,0,0
MEG_4005/Metals/Multi_metal_resistance/Multi_metal_ABC_efflux_pumps/MODB,0,0,0,0,0,4,0,0,0,0
MEG_3866/Metals/Mercury_resistance/Mercury_resistance_protein/MERE,0,0,0,0,0,4,0,0,0,0
MEG_2118/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,3,0,9,0,0,7,0,0,23,4
MEG_6144/Drugs/Aminoglycosides/Aminoglycoside_resistant_30S_ribosomal_protein_S12/RPSL/RequiresSNPConfirmation,32,94,107,89,44,110,37,53,57,43
MEG_1047/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,0,0,0,0,0,24,14,0,0,0
MEG_3192/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,21,7,0,0,0,0,0,37,0,0
MEG_8706/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,4,0,0,0,0,0
MEG_1480/Drugs/betalactams/Class_C_betalactamases/BUT,0,0,0,0,0,0,0,0,19,0
MEG_1744/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMEE,0,0,20,0,0,0,0,0,26,0
MEG_915/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,2,0,0,0,30,0,0,0,8
MEG_995/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,11,27,0,0,3,18,13,22,4,0
MEG_7318/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,219,402,263,510,195,617,171,388,477,551
MEG_3894/Metals/Mercury_resistance/Mercury_resistance_protein/MERT,0,0,0,0,0,0,0,8,0,0
MEG_1163/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSCM,0,0,0,0,0,0,0,0,6,0
MEG_1992/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,9,0,0,0,0,0,20,0
MEG_2732/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRK,0,0,0,0,0,24,0,6,0,0
MEG_1001/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,10,14,24,0,5,15,10,17,6,0
MEG_2020/Metals/Copper_resistance/Copper_resistance_protein/COPA,67,11,103,0,15,72,0,72,107,31
MEG_3226/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,48,39,40,0,46,0,29,0,10
MEG_6606/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,0,2,0,0,0,0,0,0,0
MEG_2717/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/EMHC,0,0,26,0,0,0,0,0,0,0
MEG_6599/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,2,0,0,0,0
MEG_7084/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,19,39,25,16,0,260,109,62,28,16
MEG_6698/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_3188/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,79,86,126,0,114,84,82,34,31
MEG_3982/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,196,461,531,410,480,801,339,309,576,567
MEG_802/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,2,0,0,0,0
MEG_2895/Metals/Multi_metal_resistance/Multi_metal_ABC_efflux_pumps/FECD,0,0,0,0,0,2,0,0,0,0
MEG_7068/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETD,4,0,47,19,91,63,0,48,20,11
MEG_854/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,0,0,0,0,2
MEG_5977/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRB,0,0,0,0,0,2,0,0,0,0
MEG_3250/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,0,0,17,11,0,0,0,29,0,45
MEG_7224/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,37,14,14,4,28,10,8,17,17
MEG_1185/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/AXY,0,0,108,0,0,0,0,0,0,0
MEG_6143/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/RPSJ/RequiresSNPConfirmation,0,4,3,0,4,1,0,3,1,1
MEG_6632/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,13,14,4,20,22,90,31,40,6,3
MEG_3227/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,21,0,0,0,0
MEG_806/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,2,0,0,0,0
MEG_2671/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,0,0,0,0,0,2,0,0,0,0
MEG_6669/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_6820/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_7104/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,36,138,118,97,105,60,66,65,140,166
MEG_6877/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,6,0,0,0,0,0
MEG_352/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,24,0,0,0,0
MEG_6913/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_7237/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,6,4,4,0,8,0,0,0,0
MEG_6855/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,2
MEG_7196/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_regulator/TETRM/RequiresSNPConfirmation,941,1267,1175,1114,1343,1882,846,965,1097,1609
MEG_6025/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRS,0,0,0,0,0,14,0,0,0,0
MEG_702/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ADEN,0,0,0,0,0,0,0,0,0,12
MEG_4162/Metals/Sodium_resistance/Sodium_resistance_protein/NHAA,0,0,0,0,0,61,0,26,0,0
MEG_6733/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_3079/Biocides/Acid_resistance/Acid_resistance_protein/GADC,0,0,10,0,0,51,0,20,0,0
MEG_3837/Metals/Mercury_resistance/Mercury_resistance_protein/MERA,0,0,0,0,0,10,0,0,0,0
MEG_5813/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTA,37,0,138,0,7,48,4,38,177,28
MEG_6737/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_6128/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,82,114,92,141,74,166,70,118,183,186
MEG_6941/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,0,0,0,0,2,0
MEG_2807/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,8,0,0,6,6,4,4,12,15
MEG_6548/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_regulator/SOXR/RequiresSNPConfirmation,4,0,0,0,0,0,0,0,0,0
MEG_6586/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,2,0,2,0,0,0,0,0,0,0
MEG_7230/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,18,13,4,7,7,4,2,7,5
MEG_955/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,22,0,0,0,0,0,0,0
MEG_7133/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,6,18,10,10,14,12,5,5,17,14
MEG_5375/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,724,671,529,858,688,1230,618,595,767,1000
MEG_1170/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSP,0,0,0,0,0,0,0,28,0,0
MEG_6112/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,54,109,136,130,106,222,64,123,193,173
MEG_2785/Drugs/MLS/23S_rRNA_methyltransferases/ERMA,0,0,0,0,0,0,0,0,0,3
MEG_6834/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,2,0,0,0,2,0
MEG_2139/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CTPC,0,0,0,0,0,105,0,0,0,0
MEG_3180/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,40,0,82,0,56,111,24,0,54,0
MEG_3622/Biocides/Acetate_resistance/Acetate_resistance_protein/LPDT,36,0,104,0,0,111,14,26,87,35
MEG_6826/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_4008/Metals/Multi_metal_resistance/Multi_metal_ABC_efflux_pumps/MODC,0,0,12,0,0,31,0,8,10,0
MEG_4061/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/MSBA,65,0,91,0,14,112,14,73,85,19
MEG_3143/Drugs/Fosfomycin/Fosfomycin_target_mutation/GLPT/RequiresSNPConfirmation,0,32,0,0,0,26,30,0,0,0
MEG_2316/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,0,0,6,0,0
MEG_7219/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,0,0,0,0,4,0,0,0,0
MEG_6626/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,10,16,12,21,25,82,29,27,0,13
MEG_6896/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_3081/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/GADW,0,0,0,0,0,25,0,0,0,0
MEG_1165/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSD,0,0,0,0,0,0,0,0,0,3
MEG_6780/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,4,0,0,0,0,0
MEG_3216/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,61,111,0,0,48,0
MEG_6083/Drugs/Multi_drug_resistance/Multi_drug_MFS_efflux_pumps/ROSA,0,0,32,0,0,0,0,0,0,3
MEG_2692/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBC,15,0,16,0,0,13,0,0,14,4
MEG_3758/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_pumps/MDTK,24,0,18,0,0,24,0,0,24,9
MEG_4006/Metals/Multi_metal_resistance/Multi_metal_ABC_efflux_pumps/MODB,0,0,0,0,0,6,0,3,0,0
MEG_4095/Drugs/Fosfomycin/Fosfomycin_target_mutation/MURA/RequiresSNPConfirmation,96,70,181,68,42,126,43,0,205,42
MEG_6145/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/RRSA/RequiresSNPConfirmation,509,1381,1305,1452,946,2230,806,1179,1557,1675
MEG_6609/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,0,2,0,0,0,0,0,0,0
MEG_6663/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_1488/Metals/Multi_metal_resistance/Multi_metal_resistance_regulator/CADX,42,40,0,0,0,0,32,38,0,8
MEG_6505/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/SILF,0,0,0,0,0,0,4,0,0,0
MEG_3590/Drugs/Lipopeptides/Daptomycin_resistant_mutant/LIAFSR/RequiresSNPConfirmation,0,0,0,0,0,0,0,14,0,0
MEG_6919/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,10,0,4,0,6,0
MEG_6509/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_regulator/SILS,0,0,0,0,0,9,0,0,0,1
MEG_7267/Biocides/Multi_biocide_resistance/Multi_biocide_RND_efflux_pump/TOLC,6,0,13,0,0,6,0,0,0,0
MEG_3220/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,46,48,0
MEG_7409/Drugs/Glycopeptides/VanA_type_resistance_protein/VANHA,0,0,10,43,0,0,0,0,4,4
MEG_6146/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/RRSC/RequiresSNPConfirmation,2154,2366,3437,3472,2168,4705,2032,2628,3410,3217
MEG_1638/Drugs/betalactams/Class_A_betalactamases/CBP,0,0,0,0,0,74,20,56,0,0
MEG_2933/Drugs/Mycobacterium_tuberculosis_specific_Drug/Para_aminosalicylic_acid_resistant_mutant/FOLC/RequiresSNPConfirmation,0,0,0,0,0,26,0,0,0,0
MEG_8649/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACH,4,0,4,0,0,0,8,0,0,0
MEG_8/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,921,1452,2065,2829,1532,2536,1364,1484,1302,2237
MEG_2073/Metals/Copper_resistance/Copper_resistance_regulator/COPR,0,4,0,0,0,0,0,0,0,0
MEG_3987/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,227,218,424,687,202,490,189,172,279,315
MEG_3889/Metals/Mercury_resistance/Mercury_resistance_regulator/MERR2,16,0,0,0,0,0,0,20,0,0
MEG_6797/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,0,0
MEG_6835/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,2,0,2,4
MEG_3278/Metals/Copper_resistance/Copper_resistance_protein/HPCOPP,0,6,2,0,6,0,2,28,10,0
MEG_2458/Metals/Copper_resistance/Copper_resistance_protein/CUTF,7,0,34,0,0,22,0,0,0,6
MEG_6879/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,2,0,0,0,5,0
MEG_1055/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,4,0,0,4,14,10,2,10,9,12
MEG_956/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,2,0,0,0,0
MEG_2676/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,0,0,0,0,0,0,0,0,0,2
MEG_954/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,4,0,0,0,0
MEG_4294/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_pumps/OPMH,0,0,8,0,0,0,0,7,0,0
MEG_7063/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,0,0,10,0,0,0,0,25,6,0
MEG_7825/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/YFEC,52,118,84,158,40,210,88,90,0,38
MEG_7076/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETG,0,0,0,0,0,40,0,0,0,0
MEG_6742/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,1,0,0,0,0,0
MEG_7868/Metals/Zinc_resistance/Zinc_resistance_regulator/ZUR,3,0,7,0,0,20,0,0,2,0
MEG_3140/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/GLPF,7,0,22,0,0,6,0,2,0,2
MEG_3947/Metals/Multi_metal_resistance/Multi_metal_resistance_regulator/MGTA,27,0,80,0,12,92,0,46,68,48
MEG_7520/Drugs/Glycopeptides/VanM_type_regulator/VANSM,0,0,26,38,10,0,0,0,0,0
MEG_2688/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,6,0,22,0,0,6,4,0,19,12
MEG_3662/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/MARA,6,0,7,0,0,4,0,0,0,2
MEG_4289/Drugs/betalactams/Mutant_porin_proteins/OMPFB/RequiresSNPConfirmation,18,0,33,0,0,49,0,13,0,14
MEG_5380/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,66,0,116,0,0,68,0,60,0,0
MEG_6541/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODA,0,0,16,7,0,22,0,0,0,1
MEG_6728/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,2,0
MEG_7083/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,28,44,10,16,0,296,112,34,30,13
MEG_2744/Drugs/MLS/Macrolide_esterases/EREA,0,0,0,0,0,12,0,0,0,0
MEG_6162/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,0,0,0,22,0,0,0,5
MEG_3918/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/MEXL,0,0,0,0,0,0,0,10,0,0
MEG_2211/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,2,0,0,0,0
MEG_7056/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,4,9,16,2,10,15,0,81,10,0
MEG_1122/Drugs/Cationic_antimicrobial_peptides/Polymyxin_B_resistance_regulator/ARNA,34,6,60,0,0,0,0,0,0,0
MEG_6103/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,198,165,249,81,347,78,201,333,294
MEG_7136/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,13,29,26,33,34,21,18,30,48,47
MEG_6116/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,0,95,136,0,159,0,69,80,101
MEG_7085/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,20,39,15,14,5,243,115,50,38,11
