gene_accession,COR03u_t2_M_ON,COR02e_t2_M_ON,COR01u_t2_M_ON,COR01e_t2_M_ON,COR05e_t2_M_ON,COR04e_t2_M_ON,COR03e_t2_M_ON,COR05u_t2_M_ON,COR04u_t2_M_ON,COR02u_t2_M_ON
MEG_4297/Biocides/Multi_biocide_resistance/Multi_biocide_RND_efflux_pump/OPRJ,0,16,0,0,0,0,0,0,0,0
MEG_4989/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,12,0
MEG_7326/Drugs/betalactams/Class_B_betalactamases/TUS,0,0,0,0,0,0,0,0,20,0
MEG_2842/Drugs/MLS/23S_rRNA_methyltransferases/ERMQ,0,0,0,0,0,0,0,68,114,0
MEG_6623/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,0,0,0,4,0,0,0,0,0,2
MEG_6854/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_7044/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,161,580,161,387,153,272,208,189,158,663
MEG_8639/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/POXT,0,246,40,0,32,112,0,116,88,210
MEG_5208/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,2,0,0,0,0,1,0
MEG_7636/Drugs/betalactams/Class_A_betalactamases/VCC,0,0,0,0,0,0,0,38,24,108
MEG_445/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,5,0,0,0
MEG_7042/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,261,818,170,447,276,389,296,314,174,1027
MEG_7329/Drugs/Fosfomycin/Fosfomycin_target_mutation/UHPT/RequiresSNPConfirmation,0,0,0,0,0,0,0,30,40,0
MEG_6580/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,2,4,5,0,0,0,0,0,0
MEG_5792/Drugs/betalactams/Class_B_betalactamases/PLN,0,0,0,0,0,0,0,0,16,0
MEG_7067/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,26,120,17,35,0,13,21,14,34,28
MEG_6877/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_2071/Metals/Copper_resistance/Copper_resistance_regulator/COPR,0,0,18,0,0,0,0,0,0,26
MEG_7218/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,8,82,9,35,25,16,47,18,11,110
MEG_6589/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,3,0,11,0,0,0,0,0,0
MEG_2785/Drugs/MLS/23S_rRNA_methyltransferases/ERMA,0,0,0,0,0,26,0,0,32,0
MEG_1561/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,0,0,24,0,0
MEG_2878/Biocides/Phenolic_compound_resistance/Phenolic_resistance_protein/FABV,0,0,0,0,0,0,0,0,12,0
MEG_2496/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,1,0,0,0,0,0,0
MEG_1006/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT9,22,64,0,0,0,42,14,28,0,42
MEG_1017/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH2_DPRIME,0,0,0,0,0,0,0,36,0,0
MEG_1014/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH2_DPRIME,0,0,0,0,0,14,0,0,22,0
MEG_2116/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,0,0,0,0,0,0,31,14,0,0
MEG_6951/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_8440/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,36,34,0,54,54,0
MEG_2453/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_regulator/CUSS,0,0,0,0,0,0,0,8,0,0
MEG_7254/Drugs/betalactams/Class_A_betalactamases/TLA,0,0,0,0,0,0,0,0,18,0
MEG_3216/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,84,0,48,39,0
MEG_952/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,5,2,0,0,0,0,0,0,0
MEG_6146/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/RRSC/RequiresSNPConfirmation,2504,7389,1829,4113,2146,2980,3243,2880,1836,8399
MEG_1217/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/BCRCM,0,0,0,0,0,0,0,8,0,0
MEG_4814/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,36,0
MEG_6165/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,14,0,0,28,0,0,0,14,0
MEG_7221/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,10,14,15,33,3,9,19,7,8,36
MEG_5775/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/PFR,0,0,0,0,0,0,0,30,22,0
MEG_6541/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODA,0,0,0,0,0,0,0,0,0,38
MEG_8454/Drugs/betalactams/Penicillin_binding_protein/PBP1/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,56,0
MEG_2779/Drugs/MLS/23S_rRNA_methyltransferases/ERM42,0,0,0,0,20,0,0,14,12,0
MEG_4000/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/MNTR,0,0,0,0,0,0,4,0,0,0
MEG_1245/Drugs/betalactams/Class_A_betalactamases/BLAA,0,0,0,0,34,0,0,52,46,68
MEG_6013/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRD,0,0,0,0,0,0,0,0,20,0
MEG_6550/Biocides/Multi_biocide_resistance/Multi_biocide_resistance_regulator/SOXRB,0,0,0,0,0,0,2,0,6,0
MEG_8693/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SEPA,0,0,0,0,14,12,18,0,22,0
MEG_4663/Drugs/betalactams/Class_D_betalactamases/OXA,0,32,0,0,0,20,0,28,20,56
MEG_1591/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,50,0,0,0,60,0,0,0,0
MEG_6016/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRE,0,0,0,0,0,0,10,0,0,0
MEG_3989/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,199,324,0,0,141,0,178,245,108,508
MEG_7142/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,138,411,89,418,88,116,243,139,77,393
MEG_1009/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH2_DPRIME,0,0,0,0,26,0,0,0,194,0
MEG_7530/Drugs/Glycopeptides/VanE_type_resistance_protein/VANTE,0,0,0,0,0,0,0,54,54,0
MEG_1607/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,0,18,0,0,0,0,0,0
MEG_6863/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,3,0,0,0,0,0,0
MEG_3827/Drugs/MLS/MLS_resistance_MFS_efflux_pumps/MEFB,0,0,0,0,0,0,0,0,32,0
MEG_7051/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,133,492,104,290,168,257,153,130,107,534
MEG_8418/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,16,0,0
MEG_8100/Drugs/Fusidic_acid/Fusidic_acid_resistant_mutation/FUSA/RequiresSNPConfirmation,472,1524,307,427,488,655,698,640,380,1686
MEG_6132/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,190,690,190,0,140,174,318,283,136,662
MEG_309/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,6,0,0,0,0,0
MEG_1298/Drugs/betalactams/Penicillin_binding_protein_regulator/BLAR,0,0,0,0,0,0,0,58,88,0
MEG_7118/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,135,535,96,331,94,95,347,183,77,401
MEG_2478/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/CZNC,0,0,0,0,0,42,0,0,32,0
MEG_6812/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_3218/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,62,0
MEG_7318/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,386,1118,248,293,235,369,411,423,198,1209
MEG_3224/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,117,232,90,0,112,100,102,104,96,287
MEG_6100/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,453,1365,248,514,369,374,518,379,337,1230
MEG_731/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/AMRA,0,24,0,0,0,0,0,0,0,0
MEG_6586/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,3,2,4,0,0,0,0,0,0
MEG_3656/Drugs/betalactams/Class_A_betalactamases/M1,0,0,0,0,0,0,46,46,38,0
MEG_7108/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,96,292,31,334,62,92,195,109,64,221
MEG_6101/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,111,231,74,0,0,120,102,111,94,214
MEG_3601/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUA,0,0,0,0,0,0,0,6,0,0
MEG_2706/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_pumps/EFRA,0,96,0,0,0,56,0,0,0,0
MEG_4005/Metals/Multi_metal_resistance/Multi_metal_ABC_efflux_pumps/MODB,0,0,0,0,0,0,6,0,0,0
MEG_4823/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,20,0
MEG_3189/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,35,24,0,50
MEG_7152/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,32,7,19,5,8,3,0,0,43
MEG_8152/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,512,0,0,0,236,0,148,198,0
MEG_8075/Drugs/betalactams/Class_B_betalactamases/EBR,0,0,0,0,0,0,0,0,18,0
MEG_3976/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,8012,7787,9489,4773,8495,8751,11655,8503,5144,17315
MEG_1652/Biocides/Biguanide_resistance/Biguanide_cation_efflux/CEPAB,0,0,0,0,0,0,43,0,6,0
MEG_2784/Drugs/MLS/23S_rRNA_methyltransferases/ERMA,0,0,0,0,0,0,0,0,12,0
MEG_4101/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_pumps/MUXB,0,136,0,0,0,0,101,95,0,0
MEG_6760/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_1459/Drugs/Glycopeptides/Bleomycin_resistance_protein/BLE,0,0,0,0,0,0,0,0,0,14
MEG_1323/Drugs/betalactams/Class_A_betalactamases/BLAZ,0,0,0,0,0,18,0,22,48,0
MEG_7856/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUA,0,0,0,0,0,0,21,10,0,0
MEG_7038/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,127,405,76,366,143,192,140,110,103,441
MEG_4577/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,0,14
MEG_8143/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GRLB/RequiresSNPConfirmation,0,23,0,0,0,0,16,18,0,24
MEG_2999/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,0,0,0,7,0,0,0
MEG_5362/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,24,0
MEG_4840/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,8,0,0,0,0,0,0
MEG_3231/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,113,335,0,90,0,135,0,0,0,443
MEG_1556/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CAT,0,0,0,0,0,0,0,14,14,0
MEG_3987/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,405,647,408,220,355,389,262,264,206,643
MEG_333/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,4,6,0,0,0,0,0,0,0
MEG_8271/Drugs/Metronidazole/nim_nitroimidazole_reductase/NIMG,0,0,0,0,0,0,0,0,32,0
MEG_1630/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,0,5,0,0,0,0,2,0
MEG_2912/Drugs/Phenicol/Phenicol_resistance_MFS_efflux_pumps/FLOR,0,101,55,0,0,0,0,0,0,18
MEG_7134/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,119,398,60,501,89,78,203,135,62,323
MEG_3190/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,82,0
MEG_7064/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,6,20,4,16,0,8,16,0,12,0
MEG_3797/Drugs/betalactams/Penicillin_binding_protein/MECC,0,0,0,0,0,36,0,0,0,0
MEG_1053/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,19,102,26,75,13,37,28,23,7,121
MEG_8261/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRH,0,104,0,0,0,90,0,66,72,178
MEG_8083/Drugs/MLS/23S_rRNA_methyltransferases/ERM52,0,0,0,0,0,0,0,0,24,0
MEG_4171/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKD,0,0,0,0,0,0,12,0,0,0
MEG_3892/Metals/Mercury_resistance/Mercury_resistance_protein/MERT,0,0,0,0,0,0,0,0,12,0
MEG_5371/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,118,250,60,0,62,156,160,116,130,398
MEG_2531/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,6,0,0,0,0
MEG_1209/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/BCR,0,0,0,0,0,0,6,0,0,0
MEG_4089/Drugs/Mupirocin/Mupirocin_resistant_isoleucyl_tRNA_synthetase/MUPA,0,0,0,0,0,0,0,0,74,0
MEG_1149/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSBM,0,0,0,0,0,0,0,0,44,0
MEG_2766/Drugs/MLS/23S_rRNA_methyltransferases/ERM,0,0,0,0,32,52,0,26,18,34
MEG_7052/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,187,723,182,462,256,384,261,195,193,909
MEG_753/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT2_DPRIME,0,0,0,7,0,0,0,0,0,0
MEG_6579/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,0,0,2,0,0,0,0,0,0
MEG_6680/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_1574/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,0,15,32,78,12
MEG_6584/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,0,0,2,0,0,0,0,0,0
MEG_2477/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/CZNB,0,0,0,0,42,50,0,64,44,170
MEG_7815/Metals/Copper_resistance/Copper_resistance_protein/YCNJ,0,0,0,0,0,0,0,0,58,0
MEG_2952/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,0,27,0,0,0
MEG_6170/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,0,0,0,0,0,0,12,0
MEG_6998/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TET44,0,0,0,0,0,44,0,0,60,0
MEG_7127/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,72,200,54,266,23,53,122,77,31,197
MEG_7102/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETL,0,0,0,0,0,0,0,0,24,0
MEG_2946/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,203,756,107,0,119,273,200,212,122,640
MEG_1293/Drugs/betalactams/Class_A_betalactamases/BLAP,0,0,0,0,0,0,0,0,24,0
MEG_2446/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/CUSA,0,0,0,0,0,0,0,0,20,0
MEG_8248/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXD1,0,0,0,0,0,0,0,0,0,410
MEG_76/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,0,0,18,0
MEG_8630/Drugs/betalactams/Class_B_betalactamases/PFM,0,0,0,0,0,2,0,0,0,0
MEG_4186/Drugs/Metronidazole/nim_nitroimidazole_reductase/NIMF,0,0,0,0,0,0,26,0,0,0
MEG_6066/Drugs/Aminoglycosides/16S_rRNA_methyltransferases/RMTC,0,0,0,0,0,0,0,0,14,0
MEG_3083/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/GADX,0,0,0,0,0,0,0,0,12,0
MEG_3948/Metals/Multi_metal_resistance/Multi_metal_resistance_regulator/MGTA,0,0,0,0,0,0,98,50,0,0
MEG_3800/Drugs/betalactams/Penicillin_binding_protein/MECC,0,0,0,0,0,0,0,64,74,0
MEG_3981/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,5260,2170,4192,769,3990,4875,968,5961,6042,5111
MEG_2782/Drugs/MLS/23S_rRNA_methyltransferases/ERM44,0,0,0,0,0,0,0,10,0,0
MEG_7305/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,203,524,239,208,125,249,490,285,129,713
MEG_6110/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,126,328,77,118,102,146,211,160,99,347
MEG_3608/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUA,0,0,0,0,0,6,0,0,0,0
MEG_6598/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,0,0,3,0,0,0,0,0,0
MEG_2088/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORB,0,0,0,0,0,0,97,0,0,0
MEG_4060/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/MREA,0,0,0,0,0,0,0,0,48,0
MEG_6167/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,0,0,0,0,2,0,0,0
MEG_6124/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,123,316,66,116,74,91,140,144,84,320
MEG_2085/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORA,0,0,0,0,0,0,18,4,0,0
MEG_5270/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,14,0
MEG_375/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/ABES,0,0,0,0,0,4,0,0,0,0
MEG_3798/Drugs/betalactams/Penicillin_binding_protein/MECC,70,0,0,0,0,90,0,0,90,0
MEG_1182/Biocides/Acid_resistance/Acid_resistance_protein/ASR,12,4,0,0,0,24,0,0,0,0
MEG_3374/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,0,0,14,14,0
MEG_7047/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,139,383,86,286,153,213,130,131,82,450
MEG_6943/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_8154/Drugs/Spiropyrimidinetriones/Zoliflodacin_resistant_DNA_topoisomerases/GYRBZ/RequiresSNPConfirmation,172,351,141,166,112,251,210,212,114,665
MEG_2622/Drugs/Trimethoprim/Dihydrofolate_reductase/DHFR/RequiresSNPConfirmation,0,0,0,0,0,18,0,0,0,0
MEG_3786/Drugs/betalactams/Penicillin_binding_protein/MECA,0,0,0,0,0,0,0,0,22,0
MEG_7103/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,182,593,111,533,119,122,425,208,110,512
MEG_7175/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,11,2,23,0,0,6,0,2,24
MEG_364/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,0,0,26,0
MEG_7976/Drugs/Lipopeptides/Colistin_phosphoethanolamine_transferase/ARNT,0,0,0,0,0,0,96,58,64,0
MEG_2964/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,2,0,26,0,0,0,0,0,0
MEG_7055/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETBP,0,0,0,0,0,0,0,66,66,156
MEG_7251/Drugs/betalactams/Class_A_betalactamases/TLA,0,0,0,0,0,0,0,0,0,14
MEG_7338/Drugs/Glycopeptides/VanA_type_resistance_protein/VANA,0,0,0,0,0,0,0,0,0,12
MEG_1057/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,10,69,19,36,8,24,17,8,2,78
MEG_4377/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/OSCA,0,0,0,0,0,2,2,6,14,0
MEG_5366/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,31,0,0,15,23,0,0,0,32
MEG_1064/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_PRIME,0,0,0,36,0,0,0,0,0,0
MEG_7094/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETL,139,147,158,56,54,53,7,9,517,17
MEG_3421/Drugs/betalactams/Class_B_betalactamases/IND,0,0,0,0,0,0,0,0,14,0
MEG_2796/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,4,2,2,9,0,2,4,0,0,0
MEG_2556/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,50,0,0,0,0,0,0,10,12
MEG_1107/Biocides/Multi_biocide_resistance/Multi_biocide_resistance_regulator/ARIR,0,0,0,0,0,8,0,0,8,0
MEG_8707/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_3605/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUA,0,0,0,0,0,0,0,0,10,0
MEG_6787/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_409/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRF,0,0,0,0,0,0,54,0,0,0
MEG_7194/Drugs/Tetracyclines/Tetracycline_transcriptional_repressor/TETR/RequiresSNPConfirmation,563,593,184,1638,171,173,120,251,146,459
MEG_5403/Drugs/betalactams/Penicillin_binding_protein/PBP2,0,0,0,0,0,0,0,0,6,0
MEG_751/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT2_DPRIME,0,0,0,4,0,0,0,0,0,0
MEG_185/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,32,0,24,52,0
MEG_1644/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/CEOB,0,0,0,0,0,0,0,0,0,16
MEG_768/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,3,0,0,0,0,0,0
MEG_2771/Drugs/MLS/23S_rRNA_methyltransferases/ERM,28,104,62,0,0,88,66,102,82,0
MEG_727/Drugs/betalactams/Class_C_betalactamases/AMPC,0,0,0,0,0,44,0,74,0,0
MEG_1485/Metals/Multi_metal_resistance/Multi_metal_resistance_regulator/CADC,70,208,64,0,42,76,72,74,20,154
MEG_3287/Biocides/Peroxide_resistance/Peroxide_resistance_stress_protein/IBPA,0,0,0,0,0,0,29,0,0,0
MEG_7300/Drugs/betalactams/Class_B_betalactamases/TTU,0,0,0,0,0,0,0,0,10,0
MEG_6865/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_7800/Biocides/Multi_biocide_resistance/Multi_biocide_RND_efflux_pump/VMEY,0,0,0,0,0,0,0,0,30,0
MEG_7126/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,158,517,101,454,112,112,328,200,87,420
MEG_738/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT2_DPRIME,0,0,0,3,0,0,0,0,0,0
MEG_8087/Biocides/Aldehyde_resistance/Aldehyde_degradation/FORMA,0,0,6,0,0,0,16,11,0,38
MEG_3586/Drugs/Lipopeptides/Daptomycin_resistant_mutant/LIAFSR/RequiresSNPConfirmation,0,166,0,0,34,64,0,0,38,0
MEG_2982/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,0,0,0,0,6,0,0
MEG_7109/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,101,328,68,384,72,72,179,158,58,260
MEG_776/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,2,0,0,0,0,0,0
MEG_4001/Drugs/betalactams/Class_B_betalactamases/MOC,0,0,0,0,0,16,0,12,40,0
MEG_2576/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRD,0,0,0,0,0,0,0,0,10,0
MEG_8716/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,91,437,76,464,82,79,202,0,59,495
MEG_7084/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,144,136,50,505,42,36,21,64,42,125
MEG_5784/Drugs/Lipopeptides/Colistin_resistant_mutant/PHOP/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,24,0
MEG_7607/Drugs/Glycopeptides/VanF_type_accessory_protein/VANYF,0,0,0,0,0,0,0,0,18,0
MEG_1642/Drugs/Lipopeptides/Daptomycin_resistant_mutant/CDSA/RequiresSNPConfirmation,0,178,0,0,0,60,0,70,106,0
