gene_accession,CAC04u_t2_M_AB,CAC04e_t2_M_AB,CAC05u_t2_M_AB,CAC05e_t2_M_AB,CAC02u_t2_M_MB,CAC03u_t2_M_MB,CAC02e_t2_M_MB,CAC01u_t2_M_AB,CAC01e_t2_M_AB,CAC03e_t2_M_MB
MEG_2084/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORA,164,12,8,14,71,6,19,24,45,46
MEG_2073/Metals/Copper_resistance/Copper_resistance_regulator/COPR,0,0,0,0,0,0,0,0,0,5
MEG_4288/Drugs/Multi-drug_resistance/MDR_mutant_porin_proteins/OMPF/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,10
MEG_7849/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ZINT,27,0,0,0,0,0,18,0,0,12
MEG_8653/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRB,12,0,0,0,0,0,0,0,2,0
MEG_7256/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/TLRC,120,82,0,88,108,62,77,68,170,138
MEG_2804/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,6,2,0,0,0,2,0,17,0
MEG_6858/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_8449/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,47,0,0,0,28,0,33,0,42,0
MEG_185/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,38,0,48,0,22
MEG_210/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,22,0,0,0,0,0,8
MEG_7227/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,4,0,0,0,15,12,17,3,7,10
MEG_1607/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,5,0,0,6,0,0,0,0,0,0
MEG_3227/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,36,0,0,0,8,18,18,0,16,0
MEG_8290/Drugs/betalactams/Mutant_porin_proteins/OMPK36/RequiresSNPConfirmation,40,16,0,28,11,0,19,15,15,62
MEG_445/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,1,0,0
MEG_4328/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,2,0,0,0,0,0,4,0,0,3
MEG_3244/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,311,172,104,125,204,137,99,136,206,195
MEG_4665/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,18,0,0,0,0,0
MEG_8639/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/POXT,0,66,48,32,76,34,0,0,170,0
MEG_3207/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,53,37
MEG_6685/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_6579/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,2,0,0,0
MEG_2439/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CUEA,0,0,0,89,0,0,0,0,0,98
MEG_2641/Drugs/Trimethoprim/Dihydrofolate_reductase/DHFR/RequiresSNPConfirmation,0,0,0,0,8,0,0,0,0,0
MEG_4203/Biocides/Paraquat_resistance/Paraquat_resistance_protein/NMPC,26,0,0,0,23,0,10,22,20,28
MEG_6900/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_1591/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,36,36,52,0,0,30,92
MEG_3990/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,2163,1582,1030,1083,2398,1317,1295,1887,3610,1635
MEG_2963/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,26,0,0,0,0,0,0,0
MEG_7481/Drugs/Glycopeptides/VanG-type_regulator/VANRG,138,62,92,42,140,76,0,134,220,40
MEG_2790/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,0,0,0,0,0,8,0,8,0
MEG_4741/Drugs/betalactams/Class_D_betalactamases/OXA,22,0,12,20,30,22,20,32,44,0
MEG_8433/Drugs/betalactams/Class_D_betalactamases/OXA,0,30,0,0,0,0,0,0,20,0
MEG_7016/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,125,139,18,0,0,56
MEG_3448/Drugs/Aminoglycosides/Aminoglycoside_efflux_pumps/KDPE,7,0,0,0,6,4,8,6,6,15
MEG_7135/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,30,15,28,27,136,79,80,44,75,97
MEG_3408/Drugs/betalactams/Class_B_betalactamases/IND,0,0,0,8,0,0,0,0,0,0
MEG_8272/Drugs/Metronidazole/nim_nitroimidazole_reductase/NIMK,0,0,0,8,0,22,0,26,0,30
MEG_1613/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,1,0,0,1,0,0,0,0,0,0
MEG_2715/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/EMHA,0,0,0,0,0,16,0,0,0,0
MEG_972/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,1,0,0,0,0,0
MEG_7905/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,0,0,16
MEG_8700/Multi-compount/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/SITABCD,0,0,0,0,128,0,75,90,0,217
MEG_8230/Drugs/Lipopeptides/Colistin-resistant_mutant/LPSA,0,12,0,0,0,0,0,0,0,0
MEG_277/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,12,0,12,16,12,0,18,0,0
MEG_497/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,2,3,0,4
MEG_8095/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSY,0,0,0,0,0,0,0,0,6,0
MEG_2008/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CNRA,0,0,0,0,0,0,0,0,0,14
MEG_2964/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,2,0,0,0,0,0,4,0,0,2
MEG_4383/Drugs/Tetracyclines/Tetracycline_resistance_ABC_efflux_pumps/OTRC,144,118,0,68,0,0,0,0,0,0
MEG_6606/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,4,0,0,2
MEG_3622/Biocides/Acetate_resistance/Acetate_resistance_protein/LPDT,81,17,0,0,35,28,25,24,26,60
MEG_6593/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,4,0,0,0
MEG_6153/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/RUVB,0,0,0,0,0,0,0,8,0,0
MEG_7136/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,40,24,37,24,139,105,86,48,105,103
MEG_6528/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SME,0,0,0,30,0,0,0,0,0,0
MEG_4833/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,12,0,0
MEG_8686/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/RSMA,12,10,0,8,30,16,34,12,38,8
MEG_4092/Drugs/Fosfomycin/Fosfomycin_target_mutation/MURA/RequiresSNPConfirmation,0,0,0,0,0,0,0,48,0,0
MEG_8243/Drugs/MLS/MLS_resistance_MFS_efflux_pumps/MEFD,0,0,0,0,0,0,0,36,0,0
MEG_7820/Biocides/Acid_resistance/Acid_resistance_protein/YDEP,41,0,0,0,20,0,4,0,0,10
MEG_6501/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/SILC,0,0,0,0,0,0,14,0,26,0
MEG_6936/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_7825/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/YFEC,180,120,122,104,210,144,164,74,186,188
MEG_502/Metals/Tellurium_resistance/Tellurium_resistance_protein/ACTP1,0,0,0,0,0,0,0,23,0,0
MEG_5331/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,46,0,0,0,0,0,0,0,0
MEG_6656/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/TEHB,13,0,0,0,0,0,7,12,31,16
MEG_5752/Drugs/betalactams/Class_A_betalactamases/PENA,0,0,0,0,0,0,0,0,0,20
MEG_6811/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_6509/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_regulator/SILS,0,0,0,0,0,0,7,0,14,68
MEG_7119/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,9,8,10,4,44,13,41,16,38,32
MEG_2707/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_pumps/EFRB,0,0,0,120,0,0,0,337,480,0
MEG_2780/Drugs/MLS/23S_rRNA_methyltransferases/ERM42,0,0,16,0,24,0,0,0,0,24
MEG_4281/Drugs/betalactams/Mutant_porin_proteins/OMP36/RequiresSNPConfirmation,8,0,0,0,6,0,0,6,0,3
MEG_6144/Drugs/Aminoglycosides/Aminoglycoside-resistant_30S_ribosomal_protein_S12/RPSL/RequiresSNPConfirmation,245,149,112,98,180,137,90,150,292,97
MEG_7533/Drugs/Glycopeptides/VanL-type_resistance_protein/VANTML,0,0,0,0,0,30,0,0,0,0
MEG_949/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,5,0,0,0,0,0
MEG_2088/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORB,75,0,0,0,68,44,28,50,83,62
MEG_2966/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,2,0,0,0,0,0,0,0,0,8
MEG_1165/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSD,2,0,0,0,0,0,0,0,0,0
MEG_4078/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_regulator/MTRAD,0,0,0,0,0,0,0,0,0,9
MEG_4044/Drugs/MLS/Macrolide_phosphotransferases/MPHE,0,0,0,0,0,10,0,0,0,0
MEG_3591/Drugs/Lipopeptides/Daptomycin-resistant_mutant/LIAFSR/RequiresSNPConfirmation,0,0,0,0,0,18,0,0,46,0
MEG_2725/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRB,45,10,0,0,47,32,25,24,29,44
MEG_6573/Biocides/Multi-biocide_resistance/Multi-biocide_SMR_efflux_pump/SSME,0,0,0,0,3,0,1,0,0,0
MEG_2677/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,0,0,0,0,0,2,0
MEG_3073/Drugs/Fusidic_acid/Fusidic_acid_esterases/FUSF,0,0,16,0,26,24,0,22,0,52
MEG_6964/Drugs/Tetracyclines/Tetracycline-resistant_16S_ribosomal_subunit_protein/TET16S/RequiresSNPConfirmation,8903,5487,5390,4704,9547,4706,4540,9052,15636,4752
MEG_7067/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,94,24,25,51,51,29,30,17,26,35
MEG_995/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT6,0,0,0,10,208,0,20,0,32,82
MEG_2685/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,5,0,0,0,0,0,0,0,0,0
MEG_8454/Drugs/betalactams/Penicillin_binding_protein/PBP1/RequiresSNPConfirmation,0,0,0,0,0,0,0,96,0,0
MEG_4091/Drugs/Mupirocin/Mupirocin-resistant_isoleucyl-tRNA_synthetase/MUPB,0,0,0,0,114,0,0,158,136,130
MEG_3070/Drugs/Fusidic_acid/Ribosomal_zinc-binding_protein/FUSD,0,0,0,0,0,0,0,0,0,12
MEG_7683/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/VGA,0,0,0,0,38,0,0,76,0,0
MEG_6623/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,0,4,0,0,0,0,4,0,0,4
MEG_3144/Drugs/Fosfomycin/Fosfomycin_target_mutation/GLPT/RequiresSNPConfirmation,86,9,6,23,26,14,43,9,53,45
MEG_3749/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTC,171,0,0,0,66,46,81,58,93,160
MEG_2651/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DMEF,0,0,0,0,0,0,15,0,0,0
MEG_3250/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,0,0,0,38,0,0,111,61,46,146
MEG_3987/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,210,349,215,336,225,326,200,331,371,650
MEG_7622/Drugs/MLS/Streptogramin_A_O-acetyltransferase/VATB,50,32,0,0,38,0,48,18,40,84
MEG_2948/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,2,0,0,0,0,0,0,8,0,10
MEG_3223/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,53,45
MEG_3212/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,69,0,0,0,76,50,76,0,109,0
MEG_1575/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,12,14,0,0,0,6,0
MEG_2660/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/DPR,0,0,0,0,0,0,0,0,0,10
MEG_8688/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/SALB,214,0,98,112,184,0,0,0,206,132
MEG_6513/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/SITA,0,0,0,0,0,0,4,0,0,0
MEG_3191/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,28
MEG_1302/Drugs/betalactams/Penicillin_binding_protein_regulator/BLAR,0,0,0,0,0,0,0,24,0,0
MEG_2766/Drugs/MLS/23S_rRNA_methyltransferases/ERM,0,30,22,16,38,18,0,28,100,66
MEG_3323/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,22,0,0,0,0,10
MEG_5349/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,106,0,0,0,0,128,182,0
MEG_2727/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRCSM,0,0,0,0,0,0,0,0,0,22
MEG_4587/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,10,0
MEG_1616/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,2,0,0,2,0,0,0,0,0,0
MEG_2692/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBC,24,0,0,0,8,3,0,3,6,10
MEG_1652/Biocides/Biguanide_resistance/Biguanide_cation_efflux/CEPAB,25,0,0,0,2,0,27,9,46,36
MEG_394/Drugs/betalactams/Class_C_betalactamases/ACC,0,0,0,0,18,0,0,0,0,0
MEG_7129/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,24,4,26,27,113,68,32,25,65,57
MEG_8071/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRE,0,14,0,0,0,0,0,18,0,0
MEG_3189/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,40,51,0,39,28,52,40,62,89,65
MEG_6117/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,92,77,0,62,123,48,86,117,218,81
MEG_7059/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,103,38,35,88,28,44,14,25,34,44
MEG_8212/Drugs/betalactams/Class_C_betalactamases/LAQ,6,12,6,0,0,0,0,0,0,0
MEG_7077/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETG,0,17,0,0,67,0,9,0,0,93
MEG_1245/Drugs/betalactams/Class_A_betalactamases/BLAA,0,0,0,0,0,0,0,26,0,38
MEG_3586/Drugs/Lipopeptides/Daptomycin-resistant_mutant/LIAFSR/RequiresSNPConfirmation,36,0,14,0,0,0,0,0,0,0
MEG_6615/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,2,0,8,0,0,17,0,0,2
MEG_2805/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,2,4,3,8,20,6,6,19,18,4
MEG_7131/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,103,18,75,65,149,50,82,36,104,53
MEG_6115/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,193,0,0,0,0,0,0,0,246,97
MEG_3982/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,771,610,385,436,919,456,522,738,1594,563
MEG_7477/Drugs/Glycopeptides/VanD-type_regulator/VANRD,0,0,0,0,0,0,0,0,0,44
MEG_6125/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,535,454,387,470,654,342,324,495,966,489
MEG_1097/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH6,11,10,11,15,22,10,8,10,7,44
MEG_1167/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSH,2,0,0,0,0,0,0,8,4,0
MEG_2112/Drugs/betalactams/Class_B_betalactamases/CPS,0,26,0,32,16,0,24,48,22,0
MEG_3253/Biocides/Acid_resistance/Acid_resistance_protein/HDEA,14,0,0,0,5,6,3,0,0,0
MEG_5273/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,22,28,0,0,40,0,0
MEG_3390/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,11,0,0,0,0,0,7
MEG_951/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,2,2,0,0,0,0
MEG_6531/Biocides/Multi-biocide_resistance/Multi-biocide_MFS_efflux_pump/SMFY,10,0,0,0,0,0,28,0,20,0
MEG_8657/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRE,0,0,0,0,0,0,0,6,0,0
MEG_7020/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,10,90,10,0,0,12
MEG_6599/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,2,0,0,0
MEG_7204/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_regulator/TETU,0,0,0,0,0,0,0,10,0,0
MEG_2049/Metals/Copper_resistance/Copper_resistance_protein/COPC,0,0,0,0,0,0,0,1,0,4
MEG_3233/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,43,0,0,0,0,0,0,34,45,37
MEG_6116/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,106,0,0,461,0,0,244,337,394
MEG_1628/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,16,0,0,0,0,0,0,24,0,0
MEG_7025/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,68,0,0,0,142,312,55,0,0,94
MEG_7224/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,20,20,10,14,91,40,42,24,58,68
MEG_488/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,1,2,0
MEG_2444/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/CUID,29,0,0,0,0,0,8,0,0,28
MEG_2055/Metals/Copper_resistance/Copper_resistance_protein/COPD,0,0,0,0,0,0,0,1,0,0
MEG_7089/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETK,0,0,0,0,0,18,0,0,0,0
MEG_3374/Drugs/betalactams/Class_B_betalactamases/IMP,0,18,0,10,0,0,0,0,0,0
MEG_7051/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,174,180,150,124,204,195,182,112,188,254
MEG_8080/Drugs/Lipopeptides/Colistin_phosphoethanolamine_transferase/EPTB,49,0,0,0,0,0,35,0,47,20
MEG_2999/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,2,0,0,0,0,0,4,0,2,2
MEG_1741/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMEC,0,0,0,0,0,0,0,28,52,0
MEG_5374/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,32,30,19,16,32,19,28,52,106,99
MEG_6883/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_7580/Drugs/Glycopeptides/VanC-type_resistance_protein/VANXYC,9,5,0,0,11,0,0,0,0,0
MEG_6608/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,2,0,2,0,0,0,0,0,2
MEG_400/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRA,60,0,0,0,0,43,47,83,86,0
MEG_5751/Drugs/betalactams/Class_A_betalactamases/PENA,0,0,0,0,0,0,0,0,0,26
MEG_2658/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/DPR,0,0,0,0,8,0,0,0,0,0
MEG_6697/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_2680/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,0,0,0,2,0,0,0
MEG_7577/Drugs/Glycopeptides/VanC-type_resistance_protein/VANXYC,13,0,0,0,0,0,0,0,0,0
MEG_1468/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_regulator/BLTR,0,0,0,0,0,0,0,16,0,0
MEG_4027/Drugs/MLS/Macrolide_phosphotransferases/MPH,22,28,0,0,0,22,18,32,0,32
MEG_4190/Drugs/Metronidazole/nim_nitroimidazole_reductase/NIMI,0,6,0,0,0,0,0,0,14,0
MEG_3441/Drugs/betalactams/Class_B_betalactamases/JOHN,0,0,0,16,0,0,0,0,0,0
MEG_1566/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,2,0,0,0,0,0,4,0,0,0
MEG_376/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/ABES,0,0,0,0,0,0,0,0,8,0
MEG_5416/Metals/Copper_resistance/Copper_resistance_protein/PCOA,0,0,0,0,0,0,0,0,12,0
MEG_3219/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,82,68,101,80,139,91,95,174,168,113
MEG_6552/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_resistance_regulator/SOXS/RequiresSNPConfirmation,4,0,0,0,0,0,0,10,14,11
MEG_6639/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULIII,0,0,0,0,54,0,0,0,0,52
MEG_870/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,0,0,5
MEG_7023/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,88,36,0,46,0,0,67,0,0,50
MEG_2719/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_regulator/EMHR,0,0,0,18,0,0,0,0,0,5
MEG_479/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,2,0,0,0,0,0
MEG_3915/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXI,0,0,0,0,0,84,78,0,168,0
MEG_6535/Biocides/Multi-biocide_resistance/Multi-biocide_ABC_efflux_pump/SMRA,47,0,0,0,0,26,21,0,0,54
MEG_7521/Drugs/Glycopeptides/VanN-type_regulator/VANSN,0,0,0,0,0,32,0,0,0,0
MEG_2720/Biocides/Multi-biocide_resistance/Multi-biocide_MATE_efflux_pump/EMMDR,77,43,0,0,74,0,34,66,96,69
MEG_1170/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSP,20,0,0,0,0,32,0,24,88,0
MEG_3216/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,78,0,113,0,121,0,104,0,163,151
MEG_3740/Drugs/Multi-drug_resistance/MDR_23S_rRNA_mutation/MDR23S/RequiresSNPConfirmation,0,0,0,30,0,0,0,0,60,38
MEG_4348/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,12,7,0,16
MEG_5323/Drugs/Pleuromutilin/Pleuromutilin-resistant_23S_rRNA_mutation/P23S/RequiresSNPConfirmation,42,0,0,18,48,0,0,49,0,36
MEG_2137/Drugs/betalactams/Class_A_betalactamases/CSP,0,0,0,0,0,38,0,46,0,50
MEG_2878/Biocides/Phenolic_compound_resistance/Phenolic_resistance_protein/FABV,0,0,0,0,0,0,0,0,14,15
MEG_2788/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,0,2,0,0,0,0,3,14,0
MEG_3316/Drugs/betalactams/Class_B_betalactamases/IMP,14,0,0,0,0,0,0,0,0,0
MEG_8650/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACH,22,33,0,45,0,0,0,0,0,0
MEG_3208/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,298,276,297,227,329,313,288,293,494,370
MEG_7584/Drugs/Glycopeptides/VanC-type_resistance_protein/VANXYC,28,18,26,0,0,14,24,90,30,18
MEG_5359/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,40,0,0,0,29,0,0,16,26,0
MEG_283/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,18,0,18,0,0
MEG_2450/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/CUSC,2,0,0,0,0,4,0,0,0,8
MEG_209/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,8,0,0,0,0,0,0
