gene_accession,HBB06e_t2_M_BC,HBB06u_t2_M_BC,HBB07u_t2_M_BC,HBB07e_t2_M_BC,HBB10e_t2_M_BC,HBB08e_t2_M_BC,HBB09e_t2_M_BC,HBB08u_t2_M_BC,HBB09u_t2_M_BC,HBB10u_t2_M_BC
MEG_6020/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRS,0,0,0,0,0,0,0,0,0,2
MEG_5363/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,0,20,0,0,0
MEG_6121/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,171,175,174,153,243,177,104,158,274,340
MEG_2734/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/EMRR,0,0,0,0,11,0,0,2,0,4
MEG_4160/Metals/Chromium_resistance/Chromium_resistance_protein/NFSA,0,0,4,0,16,0,0,0,2,17
MEG_2757/Drugs/MLS/23S_rRNA_methyltransferases/ERM,0,0,0,16,0,0,0,0,0,0
MEG_6955/Metals/Tellurium_resistance/Tellurium_resistance_protein/TERB,0,0,0,0,0,0,0,0,2,0
MEG_6175/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SDEY,0,0,0,0,32,0,35,0,0,54
MEG_1024/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,0,0,0,4,0,0,0,0,0,0
MEG_7061/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,2,8,0,11,0,0,0,0,19,12
MEG_6915/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_3209/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,57,58,58,0,42,98,34,160,83,114
MEG_7851/Metals/Zinc_resistance/Zinc_resistance_protein/ZITB,0,0,2,0,8,0,0,0,0,1
MEG_5400/Drugs/betalactams/Penicillin_binding_protein/PBP2,0,34,51,45,91,0,0,0,110,90
MEG_2493/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,24,0,0,7,0
MEG_2683/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,0,3,0,0,0,0,0
MEG_7107/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,7,18,5,24,30,18,12,33,46,47
MEG_4330/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,0,0,0,0,7,0,0,0,0
MEG_6796/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,8,6
MEG_3449/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/KEXD,0,0,0,0,0,0,0,0,0,18
MEG_1046/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,5,5,0,0,7,0,4,0,6,6
MEG_2447/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/CUSB,0,0,8,0,15,0,0,0,15,12
MEG_1045/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,6,2,0,0,13,2,6,15,19,3
MEG_6053/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/RECGM,0,0,0,0,0,0,0,0,0,39
MEG_3242/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,363,541,928,502,612,522,460,537,552,981
MEG_6434/Drugs/betalactams/Class_A_betalactamases/SHV,0,0,0,0,0,0,0,0,0,2
MEG_7/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,2772,2987,3004,4922,6082,5325,3366,4664,7626,6404
MEG_6939/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,4,0
MEG_7132/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,24,27,25,103,142,74,29,127,157,117
MEG_2378/Drugs/betalactams/Class_A_betalactamases/CTX,0,2,0,0,21,6,91,0,3,4
MEG_4000/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/MNTR,0,0,1,3,2,0,4,0,0,0
MEG_7064/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,4,0,0,4,2,0,18,0,8,0
MEG_1732/Drugs/Lipopeptides/Daptomycin-resistant_mutant/CLS/RequiresSNPConfirmation,0,0,0,0,44,0,0,0,0,0
MEG_6774/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_3436/Metals/Multi-metal_resistance/Multi-metal_resistance_regulator/IRLR,0,0,0,0,0,0,0,9,0,0
MEG_6921/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,2,0,0,0
MEG_7842/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_pumps/YOGI,0,0,6,0,12,0,0,0,0,5
MEG_4005/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODB,0,0,0,0,4,0,0,0,0,0
MEG_4/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,2120,2045,2112,4096,4023,3393,2380,3176,4893,4799
MEG_4123/Metals/Nickel_resistance/Nickel_MFS_efflux_regulator/NCRBN,0,0,0,0,0,0,0,6,0,0
MEG_3764/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MDTO,0,0,8,0,13,0,0,0,0,12
MEG_410/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRF,0,0,20,0,16,0,0,0,0,14
MEG_1048/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,0,0,0,0,20,0,0,0,0,0
MEG_1607/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,0,0,0,8,0,0,2,0
MEG_6735/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,4,0
MEG_6130/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,27,31,21,30,0,45,0,35,46
MEG_7862/Metals/Zinc_resistance/Zinc_resistance_regulator/ZRAR,2,0,6,0,19,0,0,0,0,13
MEG_7489/Drugs/Glycopeptides/VanA-type_regulator/VANSA,0,0,0,0,3,0,0,0,0,0
MEG_2801/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,66,43,62,188,253,81,66,102,187,221
MEG_6933/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,2,0
MEG_6781/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,2
MEG_7170/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,8,5,8,14,6,10,2,4,16,14
MEG_6822/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_1488/Metals/Multi-metal_resistance/Multi-metal_resistance_regulator/CADX,32,20,38,0,0,30,34,0,14,62
MEG_6876/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_6782/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,8,0
MEG_3193/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,78
MEG_3180/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,69,31,44,66,48,0,32,43,79,66
MEG_6798/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,2
MEG_6506/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/SILP,0,0,0,0,0,0,0,0,15,33
MEG_4170/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKC,0,0,0,0,4,0,0,0,26,0
MEG_6726/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,6,0
MEG_2451/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/CUSF,0,0,2,0,10,0,0,0,0,0
MEG_1162/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSCM,0,0,0,6,1,0,0,0,7,0
MEG_2789/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,17,16,15,46,57,19,13,17,30,38
MEG_4094/Drugs/Fosfomycin/Fosfomycin_target_mutation/MURA/RequiresSNPConfirmation,26,0,0,0,0,0,0,0,0,38
MEG_791/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,1,0,0,0,0
MEG_6868/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,4,0
MEG_1096/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH6,0,19,4,0,10,2,6,8,17,11
MEG_4223/Drugs/Oxazolidinone/Oxazolidinone-resistant_23S_rRNA_mutation/O23S/RequiresSNPConfirmation,6195,4725,7442,14422,19773,16325,8527,12447,21686,15123
MEG_6109/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,132,226,129,111,165,150,147,129,216,350
MEG_4174/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKE,0,0,0,0,0,0,0,0,0,10
MEG_5366/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,0,41,0,0,42,0
MEG_5767/Drugs/betalactams/Class_A_betalactamases/PER,0,28,0,0,0,0,0,0,0,46
MEG_6618/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,9,14,16,11,18,33,8,20,14,42
MEG_2870/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/EVGS,0,0,10,0,0,0,0,0,0,0
MEG_6801/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,4,4,0,0,0
MEG_5341/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,45,67,133,162,58,75,96,87
MEG_3429/Drugs/Mycobacterium_tuberculosis-specific_Drug/Isoniazid-resistant_mutant/INHA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,6
MEG_8077/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_pumps/EFRA,0,0,28,0,210,189,73,101,135,100
MEG_6058/Drugs/MLS/23S_rRNA_methyltransferases/RLMH,0,0,0,6,0,0,0,0,0,0
MEG_6727/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_6792/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_4002/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODA,0,0,1,2,0,0,0,0,0,0
MEG_8251/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,664,1070,588,586,808,690,632,785,1109,1506
MEG_8443/Drugs/Pleuromutilin/Pleuromutilin-resistant_23S_rRNA_mutation/P23S/RequiresSNPConfirmation,155,148,197,211,271,266,384,251,248,342
MEG_5355/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,9,0,10,18,0,0,0,0
MEG_6962/Metals/Tellurium_resistance/Tellurium_resistance_protein/TERZ,0,0,0,0,0,0,0,0,22,0
MEG_3214/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,228,258,331,301,280,295,235,226,246,436
MEG_2691/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBC,4,0,0,0,2,0,0,0,0,2
MEG_3131/Drugs/betalactams/Class_A_betalactamases/GES,0,0,0,0,0,12,0,0,2,1
MEG_6944/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,4,0,6,0
MEG_3196/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,50,0,0,0,0,0,0,0,0
MEG_4336/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,0,0,10,0
MEG_7066/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,6,8,2,4,26,0,42,2,22,4
MEG_6583/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,4,0,0,4,0
MEG_6843/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,2
MEG_8460/Drugs/betalactams/Penicillin_binding_protein/PBP4/RequiresSNPConfirmation,6,0,0,0,0,0,0,0,0,0
MEG_3885/Metals/Mercury_resistance/Mercury_resistance_regulator/MERR1,0,6,0,0,0,0,0,0,0,0
MEG_2458/Metals/Copper_resistance/Copper_resistance_protein/CUTF,0,0,4,0,4,0,0,0,0,4
MEG_6462/Drugs/betalactams/Class_A_betalactamases/SHV,0,0,0,0,0,0,0,0,0,6
MEG_7554/Drugs/Glycopeptides/VanA-type_resistance_protein/VANXA,0,0,0,0,6,0,0,0,0,0
MEG_6101/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,43,103,77,56,52,69,53,106,124,58
MEG_962/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,2,0,0,2,0
MEG_5814/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTB,10,0,16,0,18,0,14,6,34,17
MEG_7306/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,63,45,40,37,55,85,44,154,108,99
MEG_7330/Drugs/Fosfomycin/Fosfomycin_target_mutation/UHPT/RequiresSNPConfirmation,0,14,2,0,8,0,0,4,18,6
MEG_399/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRA,0,0,8,0,14,0,0,0,0,12
MEG_2879/Biocides/Phenolic_compound_resistance/Phenolic_resistance_protein/FABV,4,8,0,0,10,6,0,0,0,0
MEG_3212/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,83,0,61,0,0,0,0,0
MEG_6786/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_3882/Metals/Mercury_resistance/Mercury_resistance_regulator/MERR,8,0,0,0,34,0,26,0,0,16
MEG_3447/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KDEA,0,0,0,0,0,0,10,0,10,12
MEG_3761/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDTM,0,0,0,0,9,0,0,0,0,0
MEG_6951/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_2713/Drugs/Mycobacterium_tuberculosis-specific_Drug/Ethambutol_resistant_arabinosyltransferase/EMBR/RequiresSNPConfirmation,0,0,0,0,0,0,0,48,0,0
MEG_2120/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,0,0,2,0,2,0,0,0,1,0
MEG_2688/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,0,4,0,0,0,0,2
MEG_1180/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_regulator/ASMA,0,0,0,0,14,0,0,0,0,0
MEG_7033/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,2,0,0,0,0,6,0,0,0,10
MEG_1630/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,0,0,0,2,0,0,0,0
MEG_2089/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORC,20,16,28,12,18,32,22,0,3,31
MEG_6104/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,60,0,83,0,0,71,0,0,0
MEG_1142/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSA,0,0,0,0,0,0,0,0,0,40
MEG_3765/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MDTP,0,0,11,0,16,0,0,0,0,0
MEG_3976/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,6254,8279,7999,8007,7199,8207,6582,7922,13540,8777
MEG_6675/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,8,0
MEG_6112/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,98,90,81,135,236,142,52,138,164,172
MEG_6499/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/SILA,0,0,0,0,0,0,0,0,34,28
MEG_3391/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,0,2,0,0,0
MEG_6917/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_7316/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,96,112,258,117,165,153,110,178,143,309
MEG_8100/Drugs/Fusidic_acid/Fusidic_acid-resistant_mutation/FUSA/RequiresSNPConfirmation,372,459,520,673,720,606,387,447,527,782
MEG_401/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRB,0,0,11,0,74,30,42,0,48,36
MEG_6552/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_resistance_regulator/SOXS/RequiresSNPConfirmation,0,0,0,0,3,4,8,0,0,0
MEG_6156/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/SALA,0,0,62,0,58,0,0,0,0,128
MEG_1287/Drugs/betalactams/Penicillin_binding_protein_regulator/BLAI,0,0,0,6,4,0,0,0,0,0
MEG_7173/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,10,4,5,6,4,8,6,8,16,14
MEG_3512/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KPN,0,0,0,0,0,0,0,0,6,11
MEG_7832/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/YGJH,0,0,4,0,8,0,0,0,0,0
MEG_6877/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,4,6
MEG_6500/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/SILB,0,0,0,0,0,0,0,0,18,8
MEG_6105/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,105,78,183,324,352,331,149,231,429,336
MEG_7302/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,84,123,159,133,150,156,141,149,118,228
MEG_6545/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODB,0,10,0,0,9,0,0,0,10,2
MEG_7046/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,127,138,205,85,192,110,89,80,172,203
MEG_761/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,0,4,0
MEG_6082/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ROBA,0,0,0,0,7,0,0,0,4,5
MEG_3753/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDTG,0,0,4,0,0,0,0,0,0,8
MEG_6604/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,2,0,0,0,0,0
MEG_6582/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,13,11,5,13,12,25,4,17,16,42
MEG_6097/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,123,206,229,209,219,198,111,187,236,331
MEG_2915/Drugs/Phenicol/Phenicol_resistance_MFS_efflux_pumps/FLOR,0,0,0,0,0,0,0,0,0,2
MEG_3216/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,45,135
MEG_3800/Drugs/betalactams/Penicillin_binding_protein/MECC,0,0,0,50,0,0,0,0,0,0
MEG_855/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,0,0,2
MEG_7125/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,20,28,31,80,72,53,25,82,122,90
MEG_1283/Drugs/betalactams/Class_C_betalactamases/BLAEC,0,0,2,0,0,0,0,0,0,0
MEG_6616/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,2,0,0,0,0,0,1
MEG_4088/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/MTRR/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,12
MEG_5772/Biocides/Peroxide_resistance/peroxide_resistance_regulator/PERR,8,0,0,0,56,42,18,24,52,38
MEG_8675/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOCR/RequiresSNPConfirmation,478,338,588,509,324,667,334,527,905,667
MEG_3073/Drugs/Fusidic_acid/Fusidic_acid_esterases/FUSF,0,0,0,0,24,0,0,0,0,0
MEG_7450/Drugs/Glycopeptides/VanA-type_regulator/VANRA,0,0,0,0,11,0,0,4,0,0
MEG_6712/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_8635/Drugs/Lipopeptides/Colistin-resistant_mutant/PMRAR/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,6,0
MEG_7106/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,13,14,22,46,37,36,19,32,49,41
MEG_7820/Biocides/Acid_resistance/Acid_resistance_protein/YDEP,0,0,0,0,6,0,0,0,0,8
MEG_8271/Drugs/Metronidazole/nim_nitroimidazole_reductase/NIMG,0,8,0,0,0,0,0,0,0,0
MEG_969/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,2,0,0,2,0,0,0,0
MEG_7082/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,30,38,35,10,57,94,8,62,22,86
MEG_7584/Drugs/Glycopeptides/VanC-type_resistance_protein/VANXYC,0,12,0,0,16,0,0,0,0,0
MEG_6549/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_regulator/SOXRB,0,0,2,1,3,0,3,0,0,0
MEG_6589/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,2,2,0,0,0,0
MEG_6636/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,12,17,16,18,24,46,9,26,20,104
MEG_4162/Metals/Sodium_resistance/Sodium_resistance_protein/NHAA,0,0,0,0,26,0,0,0,0,22
MEG_4741/Drugs/betalactams/Class_D_betalactamases/OXA,14,0,0,0,0,0,0,0,58,0
MEG_1613/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,0,0,0,3,0,0,2,0
MEG_3988/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,486,418,648,1158,1238,912,703,939,1610,1243
MEG_7042/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,225,267,387,256,425,281,149,231,373,506
MEG_6692/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,6,4
MEG_8272/Drugs/Metronidazole/nim_nitroimidazole_reductase/NIMK,0,0,0,0,0,16,0,0,0,0
MEG_7196/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_regulator/TETRM/RequiresSNPConfirmation,1009,1281,1781,1019,1747,1270,644,939,1374,2372
MEG_8252/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,638,1091,564,515,856,625,571,765,996,1478
MEG_6503/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/SILE,0,0,0,0,0,0,0,0,0,7
MEG_3238/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,28,0,20,21,26,19,0,12,32
MEG_3245/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,204,187,244,335,449,378,252,273,407,523
MEG_7459/Drugs/Glycopeptides/VanA-type_regulator/VANRA,0,0,0,0,9,0,0,0,0,0
MEG_6837/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,0,6
MEG_7103/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,49,51,60,134,118,100,44,54,139,138
MEG_2700/Drugs/Cationic_antimicrobial_peptides/Edeine_acetyltransferase/EDEQ,0,0,0,0,0,0,0,0,0,24
MEG_6654/Metals/Copper_resistance/Copper_resistance_protein/TCRZ,0,0,0,0,6,0,0,0,0,0
MEG_2996/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,0,0,0,0,6,0,0
MEG_3140/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/GLPF,0,0,0,0,0,0,0,1,0,0
MEG_7117/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,15,11,15,37,26,23,4,24,40,30
MEG_3747/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTB,0,0,11,47,114,54,90,26,117,34
MEG_8709/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_5345/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,23,0,23,16,22,0,0,0,0
MEG_2495/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,2,0,0,0,0
MEG_8706/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,6,2
MEG_7045/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,178,241,262,147,300,184,108,178,266,360
MEG_7250/Drugs/Mycobacterium_tuberculosis-specific_Drug/Para-aminosalicylic_acid_resistant_mutant/THYA/RequiresSNPConfirmation,56,30,56,49,46,89,52,45,81,100
MEG_7052/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,180,273,450,235,329,309,109,197,340,494
MEG_6919/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,4,0,0,6,4
MEG_6824/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_3077/Biocides/Acid_resistance/Acid_resistance_protein/GADA,0,0,0,0,5,0,0,0,0,0
